channelid,last_30_views,subscriber_lifetime,views_lifetime,life_uploads,catid,category,View_range,upload_range,sub_range,last_30_eng
UCrdU_psDiWiT6ZRuIa0y2xg,1136,6973,514310,101,27,Education,low,low,medium,2
UCrdYtT9UT3tLrHHd9gFNjqg,143324,177487,19230816,17,24,Entertainment,high,low,high,2
UCreu9FqeFVOdslK6z2wq7sw,2957,18520,6855843,802,24,Entertainment,medium,low,medium,13
UCrf3lKqm_L5iXihMnBhosHg,7428,23294,1253483,236,27,Education,medium,low,medium,1
UCrfUCR4e8iSKMw_eW8z37VA,277,2806,1256437,130,28,Science & Technology,high,low,medium,9
UCrfkB8kEd58c9wWGWsWIwEA,68705,2425189,433206399,200,23,Comedy,high,low,high,5
UCrfn9XnpSSN2RdJjBNvAzgQ,2164,7771,923308,43,10,Music,low,low,medium,2
UCrgbcgr8YCwHPM9xwedPJYg,4831,49569,10736400,357,28,Science & Technology,high,low,medium,1
UCrgskO-fW3P21-HDkvIcaXQ,29,15007,3658037,69,10,Music,medium,low,medium,3
UCrjwDbjhCvf0_I643qRxqJA,258,4585,123777,67,26,Howto & Style,low,low,medium,2
UCrlsEDEsg7s4WnbFXmLq43A,2570,2019,95661,23,17,Sports,high,low,medium,1
UCrm4Uv_2jM73v44ujoJvJiw,110,2341,244350,141,24,Entertainment,high,low,medium,3
UCroF59uiL76iK2G6AF7By9A,326,7057,2189187,184,27,Education,medium,low,medium,28
UCrpPe6Z9Ii7OHfSUQ2XVG9w,64,2331,88300,66,22,People & Blogs,high,low,medium,7
UCrr0YGcoToBXZjmDas8q0yg,440,14459,2689645,52,22,People & Blogs,medium,low,medium,5
UCrrsCBk8o18VOaagTpxZ9UA,210,4686,167890,240,27,Education,low,low,medium,94
UCrsw8dF3AOFo-HxmlyqTaUQ,5706,148375,44305584,4,23,Comedy,high,low,high,1
UCrtqAh9CNStpwpAR1DD098A,2171,20983,10104102,335,22,People & Blogs,high,low,medium,37
UCruQUP9qeou8KGv4G4HWCMQ,3890,361241,96296480,2444,28,Science & Technology,high,medium,high,12
UCrvW8uo06Sb0JiJTxSVw4nA,12838,153633,53218257,156,10,Music,high,low,high,38
UCrvw_XOzYzEkBVmEPpXJwlA,40677,124084,9509880,80,24,Entertainment,medium,low,high,1
UCrwE8kVqtIUVUzKui2WVpuQ,174664,816922,203362981,16805,25,News & Politics,high,high,high,51
UCrwJGRWXwLVrvcoblKzsxpA,104,1458,121597,66,19,Travel & Events,high,low,medium,12
UCrwzNn8XAUhXoqDLeXtjuVg,29,1551,613586,256,27,Education,high,low,medium,6
UCrxGiLZ6q4Aet0ad9DCE8og,53849,150233,24817725,2038,22,People & Blogs,high,medium,high,1
UCrxbO2xOJb5cYvxe0-Wr51Q,13094,232882,33091240,467,10,Music,high,low,high,59
UCrzf9xAz_VOjIm7dsKcTukA,1877,47801,3167935,710,28,Science & Technology,medium,low,medium,1
UCrzkuT6tGQSt8lP7KbJAdKw,22004,108954,12492273,1158,22,People & Blogs,high,medium,high,33
UCrzx3ZPXEZpzEGLF1gIuORQ,993,37369,16901123,960,24,Entertainment,high,low,medium,2
UCs03Aybos7OYjoNadcBDtGw,14787,290770,15408653,363,10,Music,high,low,high,3
UCs19zwOLwqklbgOUbqLsFeA,22083,149515,19031221,581,20,Gaming,high,low,high,23
UCs1EQKTNOXt1TI513xNawwA,7079,22507,4467237,91,25,News & Politics,medium,low,medium,4
UCmjftYdq3AQIg97FV3M5AmA,3677,67335,3608023,181,28,Science & Technology,medium,low,medium,10
UCmkchGxQ0OuXQZz_rkb9Shw,18689,246530,57858070,398,10,Music,high,low,high,9
UCmlJ4Vl8IRQGjAfUXptNbRA,40,1420,669207,5,24,Entertainment,high,low,medium,1
UCmlfyMimIOikW9Azw19uXlw,495,36042,3205717,26,24,Entertainment,medium,low,medium,1
UCmm5A_lGuKZDk5OcdpKY4Tg,1092,19341,1849432,230,26,Howto & Style,medium,low,medium,1
UCmp-nHnezqYb4_69Q3bI5uQ,5321,58677,3343511,629,27,Education,medium,low,medium,1
UCmpm6ealcDKm6tk3iarKXdg,51044,170955,10823180,265,22,People & Blogs,high,low,high,1
UCmpxom3OSEdaY4RYBkLNn7A,14203,25615,765506,43,27,Education,low,low,medium,1
UCmqUQfQHJOik4Xy-OVazhMA,126,2805,1142700,970,22,People & Blogs,high,low,medium,2
UCmqmtr_7IZh_zro1RffB1yw,5709,7209,750161,33,22,People & Blogs,low,low,medium,1
UCmqx3ukqhdbSJWJB_SdCbqA,33947,70375,14300488,7336,25,News & Politics,high,medium,medium,1
UCmr6fHtEmvMpzZobpfJH3tA,129,5261,2522470,571,23,Comedy,medium,low,medium,7
UCmrWFBL_eA3g94MrE4JQnwA,23471,116522,17597644,81,1,Film & Animation,high,low,high,4
UCmrclk9ZvdR0egN7AoMZfTA,10261,21007,4179045,41,22,People & Blogs,medium,low,medium,1
UCmsAznK9fvp_r8IcleEbm5w,5742,25290,4224811,7,22,People & Blogs,medium,low,medium,1
UCmtXFFjpdis9SyLHNss9BPQ,6361,32816,2641462,101,26,Howto & Style,medium,low,medium,3
UCmtz_jWAo5BRQ6gBBL6qUbQ,75,28081,9488537,28,22,People & Blogs,medium,low,medium,1
UCmuFN1UXo65dPiD9QVNho9g,19691,242534,15196208,34,24,Entertainment,high,low,high,1
UCmuljSiNJpRiiNwZ33U9FCw,813,13297,2688744,584,27,Education,medium,low,medium,6
UCmvSlxpG02lk5sra2HcC-TA,13751,142320,49175453,406,24,Entertainment,high,low,high,126
UCmwNuWt_fCOJRxGQrBcb_jA,12699,63150,5379519,70,26,Howto & Style,medium,low,medium,3
UCmxfZa-sV27MUDqy-iJIsfA,7823,168482,56295915,1621,1,Film & Animation,high,medium,high,55
UCmz1x0GtORvwqW9dxudlKQA,-387,52531,14345484,57,24,Entertainment,high,low,medium,1
UCn-DkDu_xabLUDsPnwuMa8A,459,6138,2207162,173,26,Howto & Style,medium,low,medium,4
UCn-f1Tkj6sjSEb1zhPmknIA,52,4410,468444,136,26,Howto & Style,low,low,medium,1
UCn-wGseoemME-aZ3UXqbXqA,14558,89802,3886655,91,23,Comedy,medium,low,medium,1
UCn0FMHr_eyrYqV9LIff2m8w,384,9250,1782744,32,22,People & Blogs,medium,low,medium,1
UCn1XnDWhsLS5URXTi5wtFTA,5697,8043,161798,25,27,Education,low,low,medium,2
UCn3LINtC0P5cgItgj1wUxPg,13376,34855,2745013,12,24,Entertainment,medium,low,medium,2
UCn3LMWskFryk5RkcCB2REBA,66654,520267,37691816,370,27,Education,high,low,high,12
UCn3aOx3FoeRUzVhOHL5U5Mw,28431,697436,35890249,1366,27,Education,high,medium,high,2
UCn68iwOlGtMPku8AyRSEtwA,24610,100412,22057836,857,10,Music,high,low,high,4
UCn6Np041cPz50Y0z88hmA0A,4962,19842,820222,86,22,People & Blogs,low,low,medium,1
UCn7Aza_I-ko5UmS4jXGD4yQ,5109,227233,31840126,338,19,Travel & Events,high,low,high,1
UCn8w4UwnXTaqORgWeB1fDyg,1470,24427,8561584,317,10,Music,medium,low,medium,1
UCn9LNTKdqTbuktdltSpNjsA,2281,21033,2176964,325,22,People & Blogs,medium,low,medium,1
UCn9MInYZdpsdKHxmdKNJhsw,25587,657458,240177376,946,1,Film & Animation,high,low,high,9
UCn9NecfQzjtp8zcAoGSZEBA,15632,165014,5102765,41,28,Science & Technology,medium,low,high,1
UCn9WB2Eb1QRSYkFxuPQHkxg,27587,307563,62778688,1255,10,Music,high,medium,high,4
UCnAedBH3EOucmlR19ljtAPA,5148,52486,4788991,79,24,Entertainment,medium,low,medium,3
UCnAydKROnBpk3q0C-yOSTIQ,329,4295,751635,566,25,News & Politics,low,low,medium,24
UCnC-_Ipd-yvSqwJzK7bmsaQ,68578,22164,757978,70,24,Entertainment,low,low,medium,1
UCnCmaixJGZWUjxjWxEns5PA,1896,25607,6235672,496,10,Music,medium,low,medium,21
UCnECf1vgNsUUk9Xchx-6tiA,893,11350,3363013,2,24,Entertainment,medium,low,medium,2
UCnF7r-nRi5pIoBYDmq8A7aQ,122570,743247,208607205,1106,10,Music,high,medium,high,174
UCnFcKIX_ERkiICNtrLYKdJg,13274,91019,30832879,721,10,Music,high,low,medium,3
UCnFdAUG45L_djbV-_rHHH_w,287,48085,308679,100,25,News & Politics,low,low,medium,1
UCnHwpWHPbKDhQsPbWj_QHWg,276,4456,880424,369,22,People & Blogs,low,low,medium,1
UCnIdZ1_nCmzZLGwdZfwwGgA,63,1632,101833,25,1,Film & Animation,high,low,medium,1
UCnJ5tJWNEpqT9pIJWRKCMWQ,428,1449,75293,33,22,People & Blogs,high,low,medium,3
UCnJ8wTSol2G8Iavl8K18BZg,399,6169,813627,150,22,People & Blogs,low,low,medium,5
UCnJRolsg5XcJT-O6emk0g-g,1461,4690,144884,43,27,Education,low,low,medium,1
UCnJbIJ2DO3QGnLxFxTTlMkw,138,5975,733480,292,26,Howto & Style,low,low,medium,1
UCnLKb1ii_ESTp7WHtLKY4zw,-102045,104460,5647990,374,28,Science & Technology,medium,low,high,1
UCnMvLt6LZdzld0i5DXoR0Nw,0,25571,4179988,416,24,Entertainment,medium,low,medium,2
UCnoUdWiyA0kMNBFembCMd7w,188,3971,1010333,96,22,People & Blogs,high,low,medium,4
UCnohlUGOkSZMAZH89B_Bx3g,1195,14864,1962910,196,26,Howto & Style,medium,low,medium,62
UCnpgt-vD7stQAllAL5PRjXg,724,5637,967560,754,22,People & Blogs,low,low,medium,1
UCnqV6jO5pVv8yOW2EqYBG2Q,-1853119,1863809,152538657,982,22,People & Blogs,high,low,high,1
UCnrG75VRwdlp2wtwfpOCBRQ,223499,5235546,952200689,104,10,Music,high,low,high,15
UCnrqBMKCchEpkDqtPFPAn8w,21070,155620,58778916,8724,24,Entertainment,high,medium,high,333
UCnsEsbJ0_1LnPu4uy1P_n_A,9305,50587,3511534,176,28,Science & Technology,medium,low,medium,10
UCnsJTKPihAaaRp6GKWd3sWg,191,6911,2127648,721,19,Travel & Events,medium,low,medium,2
UCnsLyAmbk5GNrO5fcbpST6Q,9835,52346,12104800,441,10,Music,high,low,medium,1
UCntcDTFMseZmBwDd413t1Pg,30199,117134,8078562,279,27,Education,medium,low,high,1
UCnuen5DBNNREHhvC-VY296Q,126344,1816698,167452112,31,23,Comedy,high,low,high,9
UCnvMH8IKpaGwEDIMydYXftQ,4954,46069,11034641,2190,26,Howto & Style,high,medium,medium,2
UCnwKFX4iqhLSd310XUEm4Mg,6689,69168,5290708,561,27,Education,medium,low,medium,1
UCnwOK7SKJhW_-evMeyTLLfg,852,15657,3195080,1235,28,Science & Technology,medium,medium,medium,35
UCny-XGZnhhCKToJ59xegaRA,18331,278119,60467065,53,10,Music,high,low,high,3
UCny8SKsACxBOf4dIYnLDzQw,609,24555,8645013,652,22,People & Blogs,medium,low,medium,11
UCnyNSNCZINCZ0DUzd2gTinw,23352,165719,43487799,792,24,Entertainment,high,low,high,1
UCnyQy0wD_LCZTlyFHnKIS7Q,12812,256463,11254786,57,22,People & Blogs,high,low,high,2
UCnzm_iVbuXd7YJJrSqMspCg,38,2470,699804,341,24,Entertainment,high,low,medium,7
UCo04fz4Cg2FA8Ub8QVsEEug,35164,614965,344180621,18324,24,Entertainment,high,high,high,1
UCo0SKU-hd28YZA-qH5xHExQ,13273,85278,4665434,309,28,Science & Technology,medium,low,medium,3
UCo1Rx0-CfOuxoTmOcjiCtHQ,23894,114904,10731068,258,22,People & Blogs,high,low,high,1
UCo1_J3eXkQQAuAkWyuP42Ww,1862,9399,762368,2960,25,News & Politics,low,medium,medium,1
UCo3lTH3WsEG2qSGQacfFzGg,-9628,10378,730730,984,27,Education,low,low,medium,112
UCo3oJYRL6fSbb-viqLI2UdA,260,3662,390088,247,24,Entertainment,high,low,medium,2
UCo4rlo6NPjhQGwiKgQ8usew,240,8576,4933500,1486,2,Autos & Vehicles,medium,medium,medium,2
UCo5TPf3MdgnTZz4jms7pj-A,16843,70837,2262894,80,27,Education,medium,low,medium,4
UCo7E5Xg4Ph-dwc9iP76cnNw,2247,15185,7433245,270,10,Music,medium,low,medium,27
UCo7H-FdrNxd_nz4HDg44EFg,8879,32429,1235110,215,27,Education,medium,low,medium,1
UCo7nb8spsvod1Mx3J8eKiNA,87228,1272863,388106221,1522,24,Entertainment,high,medium,high,7
UCo9Zw5KMNzXD63VNGLgnlog,4719,78541,16826302,1211,25,News & Politics,high,medium,medium,105
UCoArnOBDfejaCvrrhzC5bQw,32701,87383,2767154,461,27,Education,medium,low,medium,5
UCoBFQWw0QY8Am0Q4jckKl4w,9836,5931,429881,202,22,People & Blogs,low,low,medium,1
UCoCQfaO2KooAOo2VDOyGDnw,6365,71645,7432802,1614,27,Education,medium,medium,medium,2
UCoCXOS3Cug5v6bvHZK9nWuA,23569,132188,36524577,41,22,People & Blogs,high,low,high,3
UCoD3byg5Jqor1xjjQ5gcWZg,1163,4128,422423,540,25,News & Politics,low,low,medium,1
UCoD_inDntgJ3ZD8V9HPS9Tw,67956,999940,376868531,1716,10,Music,high,medium,high,3
UCoEvs1Bzv1XBKI_fBSRNq_g,21613,37045,10899801,21,27,Education,high,low,medium,1
UCoF3_0B8v2HBnP0adZmFk3g,29471,276713,56564941,1747,27,Education,high,medium,high,2
UCoFYBQSBe6KeO-UwhuBZTnA,4375,136496,9481770,77,22,People & Blogs,medium,low,high,2
UCoGa0RYjKNzk2L4qzou-9uA,-17,3169,202081,133,24,Entertainment,high,low,medium,1
UCoIImGaul3HWLF0Sh35sLJQ,256,6242,639537,22,27,Education,low,low,medium,1
UCoJqs4oSzkz_Mg2aJVCnObQ,7650,33135,6917379,1738,27,Education,medium,medium,medium,53
UCoKdj1lKDAIKslWwBoSQBsg,106298,1914240,214529239,199,22,People & Blogs,high,low,high,3
UCoLSDfGUP_TsggJobx53Hyg,1481,22812,2434421,242,27,Education,medium,low,medium,22
UCoMX80nY1tgAbeQdvzrW--A,137,2742,251689,559,27,Education,high,low,medium,6
UCoMd8GRUlpJXB5yoTlaW9hQ,1440,19548,1096174,143,24,Entertainment,medium,low,medium,2
UCoMurV7497Rj7kk5i-UXUhg,14066,379244,48122814,616,27,Education,high,low,high,1
UCoNmLLsloqq5hgO3xnHak7A,6905,72334,7704752,11,10,Music,medium,low,medium,1
UCoOG11q-HMujpPzGjpkUO3Q,904,4306,591114,54,22,People & Blogs,low,low,medium,9
UCoOKw3LUsg8hfrbm7_p8J9w,3630,29972,6479358,26,23,Comedy,medium,low,medium,1
UCoOk1yZwdIDxcZnZd3XuKkQ,5608,139184,13286200,81,22,People & Blogs,high,low,high,4
UCoOwutYNkWn86Tbx-wAMSkw,539,14562,3886751,446,22,People & Blogs,medium,low,medium,12
UCoPTQHsFmY5ZohhP81vIwvg,85,4096,2010554,135,22,People & Blogs,medium,low,medium,2
UCs1ItBo1EkbpmtS-9H7GFRQ,95,3522,419312,85,24,Entertainment,high,low,medium,1
UCs27EaVsvreFT1v3Rp_5p8g,45982,210967,15376632,72,26,Howto & Style,high,low,high,6
UCs2ed9fEbglP629hWSnqrEA,9457,18163,1265768,157,26,Howto & Style,medium,low,medium,1
UCs36AA7UBP7FxzzqnCZ_ZQQ,1979,58467,3591568,127,27,Education,medium,low,medium,11
UCs4ZTOorSCi8OiybaTONE4w,1808,4294,636333,427,1,Film & Animation,low,low,medium,1
UCs6FsgBlYsY4YYAcLShCU0Q,6636,8927,3238105,118,2,Autos & Vehicles,medium,low,medium,1
UCs8M-szqiix99pwPNLDqYBQ,11320,116240,26167123,26,24,Entertainment,high,low,high,1
UCs9Ty8NsU1I0-FXda97XCcQ,73231,907425,231232551,23696,24,Entertainment,high,high,high,199
UCsC5MnnXpykQHObTngsu9-A,23508,224700,55807904,1449,10,Music,high,medium,high,3
UCsDb5pOn303kWylYMjlLUWA,24895,318636,133643945,14706,24,Entertainment,high,high,high,200
UCsDuZ9DW330I2uaGtaWufYw,15184,9602,902745,69,26,Howto & Style,low,low,medium,1
UCsG70S_hjcFE7Y8moV558gA,28715,219181,103814566,154,10,Music,high,low,high,4
UCsHJmHKASod8nekjCIK4RTg,461,42203,8018818,175,22,People & Blogs,medium,low,medium,44
UCsJRPDMEAlAAg3RLyfn-u5g,323,21277,3894431,41,22,People & Blogs,medium,low,medium,1
UCsKAZtbMhBSmZLoloET3FiA,9,2011,39377,61,24,Entertainment,high,low,medium,1
UCsL8rc7RZxR5_d5Bm5L6ivQ,1106,10345,1206394,22,10,Music,medium,low,medium,1
UCsMMTtH9uR-p-BEfERqmVdg,8794,93677,9557589,469,27,Education,medium,low,medium,2
UCsMzjG-N_iKka-58T2ixT4A,-30936,30937,3345049,383,24,Entertainment,medium,low,medium,1
UCsNHt4FQ6OgAdecCemZ4HAw,6049,5316,720436,89,23,Comedy,low,low,medium,1
UCsNMuTdSlAR6FWdCn-pPLUg,534,59506,10277042,15,24,Entertainment,high,low,medium,1
UCsNNjf9-_Ol3d1KKA4exB3A,109,2086,65456,469,25,News & Politics,high,low,medium,48
UCsNXJ7cgtP9_y-gbYPkGW8g,1286,15269,2131861,46,10,Music,medium,low,medium,1
UCsNxHPbaCWL1tKw2hxGQD6g,69635,273869,10021978,382,26,Howto & Style,high,low,high,3
UCsP9pYat2DEBvnvF_iFGG_w,3256,26946,2710282,45,22,People & Blogs,medium,low,medium,8
UCsPNnQSjt5T0YiIDcqGDieg,122,4016,254183,38,10,Music,low,low,medium,3
UCsPpwKIiMSJ6aQbvkY3OowA,6603,46381,16897297,29,22,People & Blogs,high,low,medium,1
UCsT09Rkupo6zVbvW5Qrbv5w,4917,41428,2320743,248,27,Education,medium,low,medium,3
UCsVV0VekNIQQAaDmze-YJ-w,1406,56505,9751,7,10,Music,low,low,medium,53
UCsWQ0YA0PykhWlE2MqCRf4A,625,21326,1224414,221,27,Education,medium,low,medium,2
UCsWV3PBZ4pgB0WTL_FWEGqw,6667,16306,1222234,64,28,Science & Technology,medium,low,medium,4
UCsWaZbtkQytN_ZcSTBligvg,29575,188373,14763182,212,28,Science & Technology,high,low,high,22
UCsWgaFz3JUOTtyL4aSOdB1Q,24075,185645,49438624,26,22,People & Blogs,high,low,high,3
UCsXMTmkejnMKGZ6KTMZb-cw,974,4610,410102,767,25,News & Politics,low,low,medium,38
UCsXuyop04_2qTNp5kr6G65w,12262,112376,3228084,116,22,People & Blogs,medium,low,high,1
UCsXvQIO_6LWOkUIK6QCkYpw,69158,314628,17522701,208,22,People & Blogs,high,low,high,1
UCsYtI0niyM8Kit0hb-6P_IA,870,2748,294710,3009,25,News & Politics,high,medium,medium,1
UCsaoYBUHz_lVB_dOmFwA9Zw,83464,2000681,884515623,23102,24,Entertainment,high,high,high,6
UCsayuYWBuQEPvoRUYEt29eg,84212,40132,1971826,36,25,News & Politics,medium,low,medium,4
UCsbVJbtHYjevd1mJXNyzCeA,55,16796,3023786,96,20,Gaming,medium,low,medium,1
UCsbezXzCWKfWD__YzwRgQXw,7537,73817,24367059,1131,10,Music,high,medium,medium,2
UCscE3FnTrj009tbulpdTHJQ,892,14774,1807326,59,1,Film & Animation,medium,low,medium,2
UCsc_FJ_LwQpLquyyNfSWbrw,34491,859408,46954439,999,27,Education,high,low,high,4
UCsccRArCFHr89tJ-GWgY-wQ,12,1556,138347,804,25,News & Politics,high,low,medium,51
UCsclo6hzNOm3DiRD7joR89w,231,2650,518949,445,27,Education,high,low,medium,11
UCseG6HoMJUIlUvDICcNAJWw,6874,52131,5133389,564,27,Education,medium,low,medium,76
UCnNfL8RPW7ja-9zMwBGm2iA,1710,46714,2709375,143,27,Education,medium,low,medium,1
UCnPU52ALx86V5bUAVT2N7eA,6548,6704,48354,89,22,People & Blogs,low,low,medium,3
UCnPfNFDuhgnSZsHyGDWmAGg,1005,27600,17826458,1695,22,People & Blogs,high,medium,medium,20
UCnQlskreCQ16nKJgQAM6L6w,8571,25214,1984915,38,22,People & Blogs,medium,low,medium,2
UCnSYYCwA3y_6Zn4l1XO32aw,1430,60999,8552672,436,24,Entertainment,medium,low,medium,1
UCnSav6_NvFa6zRPAX3Uik3g,17015,75373,8664869,397,26,Howto & Style,medium,low,medium,28
UCnSqxrSfo1sK4WZ7nBpYW1Q,608492,4296454,2549694674,5364,10,Music,high,medium,high,131
UCnTffz3dRDhHptYObUMVbpg,504,18236,4485348,1333,25,News & Politics,medium,medium,medium,5
UCnTr4c0IFQTiHAgRx7zVfhg,54296,330960,17222514,982,28,Science & Technology,high,low,high,38
UCnV1tzbf9hDFLT3VHutVPVQ,33673,80579,11957228,595,26,Howto & Style,high,low,medium,10
UCnXLTkbua6gQNvu31Cuh4sA,2391,26022,10663440,483,22,People & Blogs,high,low,medium,4
UCnZ88fynfwbUaw9OoGOHXRQ,13969,188084,10168691,541,27,Education,high,low,high,15
UCn_3mMI9CH9Foi3_WrgBG3w,15132,62681,4259162,216,20,Gaming,medium,low,medium,1
UCn_T_MsfdjjAQn70i5nEb2w,230,3323,1276140,125,24,Entertainment,high,low,medium,1
UCnbGg9DOX1nB7P7YwhAZTsw,5455,55213,2260964,159,22,People & Blogs,medium,low,medium,2
UCnbk0tc2qMStPvFtwkEz6Ew,77189,297189,11816751,119,24,Entertainment,high,low,high,3
UCnct21YAlOlH7cL1sGDfkQw,7173,140638,56984854,129,24,Entertainment,high,low,high,1
UCngwthoufuilGgXOkaFdg6Q,3747,49764,8489477,37,10,Music,medium,low,medium,1
UCnhLkO-zCeVwXJ7eXPjZgFg,3710,20199,3726217,49,10,Music,medium,low,medium,1
UCnj_MPG9ZEf4IY1Do5jlL-A,133,3900,939496,98,24,Entertainment,high,low,medium,3
UCnkJqj2YDaFqX5V33UQp_yQ,236,7760,1127271,175,26,Howto & Style,medium,low,medium,3
UCnkX1LVo2tWKse2JsAIcM5w,17633,23987,5645714,320,1,Film & Animation,medium,low,medium,11
UCnlQvBuN9vCkuVDH9OGpxmA,25622,836846,97630947,474,26,Howto & Style,high,low,high,1
UCnm5DH0oJndtA-6J10_jIEw,164823,1516060,1100284053,14442,24,Entertainment,high,high,high,213
UCnnicIeTWtvnhCC528PPiZQ,11602,51883,2303975,218,26,Howto & Style,medium,low,medium,1
UCnp316OSAy7OfcmYEESwjuw,18113,255975,59868687,128,22,People & Blogs,high,low,high,1
UCnprfRlJB7WE6zAEaOAfVYA,32078,632473,93703581,158,23,Comedy,high,low,high,11
UCnqCqMvPn10V26YS8YrZ5mw,1760,35299,2417183,409,28,Science & Technology,medium,low,medium,11
UCnspj4o7UUeEMUz4GdGwUfA,14416,135200,20944158,159,22,People & Blogs,high,low,high,24
UCnsuUUZ_48m8RVHj_08CYdw,9227,8986,2226951,3920,25,News & Politics,medium,medium,medium,8
UCoWMRL6Jz14PKsuyhS9D6eg,5424,8355,265347,113,22,People & Blogs,low,low,medium,1
UCoXBGE0Oty_MYq4bmIU5hyg,1478,30707,8291998,58,1,Film & Animation,medium,low,medium,1
UCoY_p16GEbOQPgES1-wXpYg,262657,2291737,1013497215,673,24,Entertainment,high,low,high,8
UCoZB8RrUaX0SUBHtjBmd7lw,8260,158782,6091431,36,28,Science & Technology,medium,low,high,1
UCoZS6FTE0s7pQ82TXh3XCfw,36534,159654,22732373,2491,24,Entertainment,high,medium,high,1
UCoZeyVduZMCPMwwtYZtgzOQ,937,36672,517304,235,24,Entertainment,low,low,medium,2
UCoZxpOjvkEgQ3TXSKEeRTog,118,11294,2343107,70,22,People & Blogs,medium,low,medium,1
UCob93U-wlbmZ80lmzv7Kz0A,19455,127319,61611344,551,24,Entertainment,high,low,high,124
UCobNVZa5R3y6ZVU0SwDr_WA,59,2007,251432,121,24,Entertainment,high,low,medium,1
UCocWqeKb_XDOwwuDWkSPjcA,2754,41006,24249695,50,10,Music,high,low,medium,1
UCod7SXT0Jjr8CJj6AI7dgZQ,800,28345,2509017,685,28,Science & Technology,medium,low,medium,36
UCodBDtYUuhigSVKksHpYMTw,5293,52690,2220958,18,24,Entertainment,medium,low,medium,1
UCoe2dDNs_EUc4YwO5A-URYA,36786,49260,1803793,23,22,People & Blogs,medium,low,medium,1
UCoe3TjcDMdPH-zgANuOiPBg,9511,93801,9429230,877,22,People & Blogs,medium,low,medium,12
UCoeXz80tFDpvLQYSgSTo90Q,67675,276202,48899337,28,24,Entertainment,high,low,high,1
UCog179o20rQux6x5c4Ez_QQ,15383,165637,52257261,1609,10,Music,high,medium,high,33
UCogHd_tfjy1Pnvs8-MLORVQ,1120,19213,2807062,47,22,People & Blogs,medium,low,medium,8
UCoijHIRONIQXvsZshpoQ6FA,193,4944,674070,62,19,Travel & Events,low,low,medium,3
UCoipWwrMA4Efo5kNGekpf3Q,3262,62280,3609181,12,22,People & Blogs,medium,low,medium,1
UCoiqjXbdUD78-aXS_LBSy5Q,6804,23941,1386239,229,22,People & Blogs,medium,low,medium,46
UCojpl3ik6IgTi3M6zGHhb-A,2928,51319,11952597,4449,24,Entertainment,high,medium,medium,133
UConDesHjL-fucRXUXTS6Eeg,4397,45836,8044407,559,10,Music,medium,low,medium,1
UConpvfmgZUO5Mt5JOwIG7oQ,73071,256449,110290514,3025,1,Film & Animation,high,medium,high,1
UCooG7-JvYNaFcOeJemYNnkg,6168,62265,1689192,57,24,Entertainment,medium,low,medium,1
UCopR8CXpYQBwZN7-MS1fpVQ,367,3686,1260478,314,28,Science & Technology,high,low,medium,3
UCopSNd4mhMkOHt7UfSeoH1Q,12876,434882,44568772,441,2,Autos & Vehicles,high,low,high,6
UCoqGt_aotFKirVnYdURNdUg,182,1702,64127,81,27,Education,high,low,medium,1
UCseHui0yyp3BCOzh_MvXxcQ,4454,43676,1926944,182,27,Education,medium,low,medium,4
UCsfDd7InAFAEiW7hQDDqi7A,2244,13540,1984471,24,24,Entertainment,medium,low,medium,1
UCsfjZIs4VlxUKzLkqDnQb4Q,50034,161793,21944800,714,27,Education,high,low,high,5
UCsfpCYKm61pvQHadRt3Oitw,564,5009,1450748,9,10,Music,medium,low,medium,1
UCsgy8I2KPDfR0vi77ze5X1w,457,13455,3089898,222,10,Music,medium,low,medium,6
UCshfQszLZ1HiCMjyaKrnUoQ,2124,57646,2781235,214,2,Autos & Vehicles,medium,low,medium,2
UCsinuQFqL7qb9Xh81I8hMJQ,61,4035,192434,93,27,Education,low,low,medium,3
UCsj-XTlfpOdLneeWBjBl3oA,3267,17241,1039675,9,24,Entertainment,medium,low,medium,1
UCsk6NP9oCEj6Ro8VvCMReEQ,1397,11789,3369864,69,10,Music,medium,low,medium,2
UCskP-qw8H_W8Q0OF-0J8haA,3265,28689,6743360,2025,25,News & Politics,medium,medium,medium,1
UCskpMrVxXSnJGOl18XIgeng,13678,165465,56947337,413,22,People & Blogs,high,low,high,1
UCsktwBWmjDorVaMgcrvzplA,2286,5559,1161187,125,24,Entertainment,medium,low,medium,3
UCsp77lvuc7VXdN5_MPivfiA,1486,7890,1905449,63,22,People & Blogs,medium,low,medium,1
UCspCztpsKddDxaM2AJECKgA,293,5773,1607935,42,25,News & Politics,medium,low,medium,4
UCsqhAJk9b9mG4uX6DA9WctA,14399,292868,15119224,95,27,Education,high,low,high,2
UCsrQ3GYOjk6xWS1M5hdYmrg,23411,125805,48894633,188,24,Entertainment,high,low,high,19
UCstVszZxQmsrNPFoJDFeGUA,34,1457,471786,16,22,People & Blogs,high,low,medium,1
UCsvDbKVIvcSDMkH_XS7Ylgg,6538,37338,10531440,158,24,Entertainment,high,low,medium,11
UCswIOlMY2_DT05glwBsxZyg,62522,692054,169182559,1829,24,Entertainment,high,medium,high,23
UCsyXIR5XmVBxLW5h4F1SunQ,600,31547,4605714,189,26,Howto & Style,medium,low,medium,4
UCsyoNsqE37tZIkuvqVPTa7g,315996,3341919,1065140916,116,1,Film & Animation,high,low,high,3
